submarine,country,type,class,platform_tier,branch,family,family_label,variant,variant_anchor,system,compatibility,status,source,asset_id,socket,tier_min,note_zh
US_SSN_Skipjack,USA,SSN,Skipjack,2,NOISE_MAKER,NM-ADVANCED,Advanced Acoustic Countermeasure,NM-ADVANCED-US,,Advanced Acoustic Countermeasure,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_02,8,
US_SSN_Skipjack,USA,SSN,Skipjack,2,TORPEDO_DEFENSE,TD-WARNING,Torpedo Warning,TD-WARNING-US,,Torpedo Warning,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,GEN_TW_TORPEDO_WARNING_SENSOR,SOCKET_DECOY_LAUNCHER_02,4,
US_SSN_Skipjack,USA,SSN,Skipjack,2,TORPEDO_DEFENSE,TD-COUNTERMEASURE,Countermeasure,TD-COUNTERMEASURE-US,ADC Mk 2,Countermeasure,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_ACM_TORPEDO_DECOY,SOCKET_DECOY_LAUNCHER_02,5,
US_SSN_Skipjack,USA,SSN,Skipjack,2,TORPEDO_DEFENSE,TD-ADVANCED,Advanced Countermeasure,TD-ADVANCED-US,,Advanced Countermeasure,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_ACM_MOBILE_DECOY,SOCKET_DECOY_LAUNCHER_02,7,
US_SSN_Skipjack,USA,SSN,Skipjack,2,TORPEDO_DEFENSE,TD-INTEGRATED,Integrated Torpedo Defense,TD-INTEGRATED-US,,Integrated Torpedo Defense,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_ACM_MOBILE_DECOY,SOCKET_DECOY_LAUNCHER_02,9,
US_SSN_Skipjack,USA,SSN,Skipjack,2,LAUNCHER,CML-EXTERNAL,External Launcher,CML-EXTERNAL-US,,External Launcher,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,2,
US_SSN_Skipjack,USA,SSN,Skipjack,2,LAUNCHER,CML-TUBE,Countermeasure Tube,CML-TUBE-US,,Countermeasure Tube,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_CML_TUBE,SOCKET_DECOY_LAUNCHER_01,3,
US_SSN_Skipjack,USA,SSN,Skipjack,2,LAUNCHER,CML-ACOUSTIC-DEVICE,Acoustic Device Launcher,CML-ACOUSTIC-DEVICE-US,Internal Countermeasure Launcher (ICL),Acoustic Device Launcher,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,4,
US_SSN_Skipjack,USA,SSN,Skipjack,2,LAUNCHER,CML-ADVANCED,Advanced Launcher,CML-ADVANCED-US,,Advanced Launcher,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,7,
US_SSN_Skipjack,USA,SSN,Skipjack,2,LAUNCHER,CML-INTEGRATED,Integrated Launcher,CML-INTEGRATED-US,,Integrated Launcher,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,8,
US_SSN_Skipjack,USA,SSN,Skipjack,2,DEFENSIVE_CONTROL,DC-CONSOLE,Defensive Control Console,DC-CONSOLE-US,,Defensive Control Console,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_DCM_CONSOLE,,2,
US_SSN_Skipjack,USA,SSN,Skipjack,2,DEFENSIVE_CONTROL,DC-INTEGRATED-CONTROL,Integrated Defensive Control,DC-INTEGRATED-CONTROL-US,,Integrated Defensive Control,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_DCM_CONSOLE,,6,
US_SSN_Skipjack,USA,SSN,Skipjack,2,DEFENSIVE_CONTROL,DC-AUTOMATED,Automated Defensive Control,DC-AUTOMATED-US,,Automated Defensive Control,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_DCM_CONSOLE,,8,
US_SSN_Skipjack,USA,SSN,Skipjack,2,INTEGRATED_DEFENSE,IDS-CORE,Integrated Defensive System,IDS-CORE-US,,Integrated Defensive System,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_DCM_CONSOLE,,6,
US_SSN_Skipjack,USA,SSN,Skipjack,2,INTEGRATED_DEFENSE,IDS-ADVANCED,Next Generation Defensive System,IDS-ADVANCED-US,,Next Generation Defensive System,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_DCM_CONSOLE,,9,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-BASIC-DETECTION,Basic Signal Detection,ESM-BASIC-DETECTION-US,,Basic Signal Detection,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,1,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-IMPROVED-DETECTION,Improved Detection,ESM-IMPROVED-DETECTION-US,,Improved Detection,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,2,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-CLASSIFICATION,Signal Classification,ESM-CLASSIFICATION-US,,Signal Classification,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,3,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-DIGITAL,Digital ESM,ESM-DIGITAL-US,AN/BLQ-10,Digital ESM,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_EW_BLQ10,SOCKET_EW_MAST,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-MULTIBAND,Multi-Band ESM,ESM-MULTIBAND-US,,Multi-Band ESM,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_EW_ANTENNA_ARRAY,SOCKET_EW_MAST,5,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-INTEGRATED,Integrated ESM,ESM-INTEGRATED-US,,Integrated ESM,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_EW_ESM_GENERIC,SOCKET_EW_MAST,6,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-ADVANCED-THREAT-WARNING,Advanced Threat Warning,ESM-ADVANCED-THREAT-WARNING-US,,Advanced Threat Warning,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_EW_ESM_GENERIC,SOCKET_EW_MAST,7,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-MULTISENSOR-FUSION,Multi-Sensor Fusion,ESM-MULTISENSOR-FUSION-US,,Multi-Sensor Fusion,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,8,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-ADVANCED-EW,Advanced Integrated EW,ESM-ADVANCED-EW-US,,Advanced Integrated EW,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,9,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ESM,ESM-NEXTGEN,Next Generation Defensive Electronic System,ESM-NEXTGEN-US,,Next Generation Defensive Electronic System,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_EW_ESM_GENERIC,SOCKET_EW_MAST,10,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,THREAT_WARNING,TW-RADAR-WARNING,Radar Warning,TW-RADAR-WARNING-US,,Radar Warning,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,,SOCKET_EW_ANTENNA,1,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,THREAT_WARNING,TW-ELECTRONIC-WARNING,Electronic Threat Warning,TW-ELECTRONIC-WARNING-US,,Electronic Threat Warning,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,,SOCKET_EW_ANTENNA,3,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,THREAT_WARNING,TW-ACTIVE-SONAR-WARNING,Active Sonar Warning,TW-ACTIVE-SONAR-WARNING-US,AN/WLR-9,Active Sonar Warning,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,,SOCKET_EW_ANTENNA,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,THREAT_WARNING,TW-TORPEDO-WARNING,Torpedo Warning,TW-TORPEDO-WARNING-US,,Torpedo Warning,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_TW_TORPEDO_WARNING_SENSOR,SOCKET_EW_ANTENNA,5,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,THREAT_WARNING,TW-ACOUSTIC-CLASSIFICATION,Acoustic Threat Classification,TW-ACOUSTIC-CLASSIFICATION-US,AN/WLR-9 series (acoustic intercept receivers),Acoustic Threat Classification,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,,SOCKET_EW_ANTENNA,6,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-NOISE-MAKER,Noise Maker,ACM-NOISE-MAKER-US,,Noise Maker,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_01,1,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-ACOUSTIC-DECOY,Acoustic Decoy,ACM-ACOUSTIC-DECOY-US,ADC Mk 2 (Acoustic Device Countermeasure),Acoustic Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_COUNTERMEASURE_01,2,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-TORPEDO-DECOY,Torpedo Decoy,ACM-TORPEDO-DECOY-US,ADC Mk 2,Torpedo Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_COUNTERMEASURE_01,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-MOBILE-DECOY,Mobile Acoustic Decoy,ACM-MOBILE-DECOY-US,,Mobile Acoustic Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_MOBILE_DECOY,SOCKET_COUNTERMEASURE_01,5,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-ADVANCED,Advanced Acoustic Countermeasure,ACM-ADVANCED-US,,Advanced Acoustic Countermeasure,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_ACM_MOBILE_DECOY,SOCKET_COUNTERMEASURE_01,7,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,ACOUSTIC_COUNTERMEASURE,ACM-INTEGRATED,Integrated Acoustic Defense,ACM-INTEGRATED-US,,Integrated Acoustic Defense,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_ACM_MOBILE_DECOY,SOCKET_COUNTERMEASURE_01,8,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-PASSIVE,Passive Decoy,DEC-PASSIVE-US,,Passive Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,,SOCKET_COUNTERMEASURE_02,1,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-ACTIVE,Active Decoy,DEC-ACTIVE-US,,Active Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_COUNTERMEASURE_02,3,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-ACOUSTIC,Acoustic Decoy,DEC-ACOUSTIC-US,,Acoustic Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_COUNTERMEASURE_02,2,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-TORPEDO,Torpedo Decoy,DEC-TORPEDO-US,,Torpedo Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_COUNTERMEASURE_02,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-MOBILE,Mobile Decoy,DEC-MOBILE-US,,Mobile Decoy,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_MOBILE_DECOY,SOCKET_COUNTERMEASURE_02,5,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DECOY,DEC-ADVANCED,Advanced Decoy,DEC-ADVANCED-US,,Advanced Decoy,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_ACM_MOBILE_DECOY,SOCKET_COUNTERMEASURE_02,7,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,NOISE_MAKER,NM-EARLY,Early Noise Maker,NM-EARLY-US,,Early Noise Maker,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_02,1,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,NOISE_MAKER,NM-IMPROVED,Improved Noise Maker,NM-IMPROVED-US,,Improved Noise Maker,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_02,3,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,NOISE_MAKER,NM-MODERN,Modern Noise Maker,NM-MODERN-US,,Modern Noise Maker,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_02,6,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,NOISE_MAKER,NM-ADVANCED,Advanced Acoustic Countermeasure,NM-ADVANCED-US,,Advanced Acoustic Countermeasure,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,GEN_ACM_NOISE_MAKER,SOCKET_COUNTERMEASURE_02,8,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,TORPEDO_DEFENSE,TD-WARNING,Torpedo Warning,TD-WARNING-US,,Torpedo Warning,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_TW_TORPEDO_WARNING_SENSOR,SOCKET_DECOY_LAUNCHER_02,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,TORPEDO_DEFENSE,TD-COUNTERMEASURE,Countermeasure,TD-COUNTERMEASURE-US,ADC Mk 2,Countermeasure,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_ACM_TORPEDO_DECOY,SOCKET_DECOY_LAUNCHER_02,5,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,TORPEDO_DEFENSE,TD-ADVANCED,Advanced Countermeasure,TD-ADVANCED-US,,Advanced Countermeasure,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_ACM_MOBILE_DECOY,SOCKET_DECOY_LAUNCHER_02,7,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,TORPEDO_DEFENSE,TD-INTEGRATED,Integrated Torpedo Defense,TD-INTEGRATED-US,,Integrated Torpedo Defense,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_ACM_MOBILE_DECOY,SOCKET_DECOY_LAUNCHER_02,9,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,LAUNCHER,CML-EXTERNAL,External Launcher,CML-EXTERNAL-US,,External Launcher,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,2,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,LAUNCHER,CML-TUBE,Countermeasure Tube,CML-TUBE-US,,Countermeasure Tube,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,GEN_CML_TUBE,SOCKET_DECOY_LAUNCHER_01,3,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,LAUNCHER,CML-ACOUSTIC-DEVICE,Acoustic Device Launcher,CML-ACOUSTIC-DEVICE-US,Internal Countermeasure Launcher (ICL),Acoustic Device Launcher,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,4,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,LAUNCHER,CML-ADVANCED,Advanced Launcher,CML-ADVANCED-US,,Advanced Launcher,UNKNOWN,UNKNOWN,UNKNOWN_INSUFFICIENT_PUBLIC_DATA,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,7,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,LAUNCHER,CML-INTEGRATED,Integrated Launcher,CML-INTEGRATED-US,,Integrated Launcher,INCOMPATIBLE,INCOMPATIBLE,ERA_WINDOW_POLICY,US_CML_DECOY_LAUNCHER,SOCKET_DECOY_LAUNCHER_01,8,
US_SSN_Sturgeon,USA,SSN,Sturgeon,4,DEFENSIVE_CONTROL,DC-CONSOLE,Defensive Control Console,DC-CONSOLE-US,,Defensive Control Console,GAMEPLAY,GAMEPLAY,GAMEPLAY_POLICY,US_DCM_CONSOLE,,2,
